#{"t_start": 1745776270.3942888, "env_id": "None"}
r,l,t
121370.722654,52,1.562628
136656.121798,52,1.572375
136850.213647,52,1.582005
127804.759515,52,1.592225
120226.586971,52,1.601683
141297.616641,52,1.611272
113905.177963,52,1.621067
131284.247811,52,1.63091
120579.419524,52,1.640714
120197.768945,52,1.65016
120192.364261,52,1.659658
115597.124703,52,1.669776
98929.352235,52,1.679521
149981.457072,52,1.689411
154128.231756,52,1.699465
126456.580773,52,1.709812
119056.633844,52,1.719915
112530.269652,52,1.730212
115052.793861,52,1.740145
112107.436903,52,1.750753
149470.17779,52,1.760891
135587.764375,52,1.770866
126542.019716,52,1.781027
136568.805379,52,1.791395
147186.866744,52,1.801032
151946.77816,52,1.811026
143074.869465,52,1.821052
136682.095202,52,1.831492
100396.942492,52,1.841733
142650.650473,52,1.851987
141524.41452,52,1.862105
139019.588692,52,1.872985
128694.851132,52,1.883151
133740.789075,52,1.893862
141609.883358,52,1.904703
158214.285196,52,1.916001
104615.176363,52,1.927365
137416.050615,52,1.939593
168001.605689,52,1.951678
122122.825682,52,1.963903
133229.44397,52,1.975197
136392.244444,52,1.986841
138915.396538,52,1.999171
137890.430012,52,2.012033
137749.979688,52,2.024436
130402.858768,52,2.035688
141791.096878,52,2.047235
120694.18267,52,2.058661
138765.989452,52,2.069586
130819.147572,52,2.079973
155644.402411,52,2.09113
156039.974344,52,2.10174
145249.1266,52,2.111586
109406.169222,52,2.12161
151794.438085,52,2.131181
157418.87234,52,2.141757
155261.692663,52,2.152338
140699.880799,52,2.161951
136171.334145,52,2.171705
99110.145996,52,2.182526
121022.025297,52,2.193181
163549.385484,52,2.20346
126400.196672,52,2.214469
134298.928469,52,2.227288
107384.729029,52,2.238033
101149.947244,52,2.248056
122199.292879,52,2.258449
124164.82761,52,2.268942
156347.569954,52,2.278994
149872.695075,52,2.289117
120620.12943,52,2.298951
123709.218104,52,2.309496
149848.40752,52,2.319353
105015.52628,52,2.329137
137383.714322,52,2.338914
77507.962573,52,2.349186
162796.308024,52,2.358823
97561.956029,52,2.368944
156226.896792,52,2.379278
148730.727631,52,2.390556
161604.974291,52,2.400789
123392.119432,52,2.411177
131511.610443,52,2.421561
122981.299682,52,2.432619
133134.205033,52,2.443001
133324.368734,52,2.453566
113937.557247,52,2.463886
139618.163944,52,2.474755
126213.557507,52,2.484707
152137.615836,52,2.494763
117465.850159,52,2.504646
112109.562083,52,2.514972
131954.130919,52,2.525018
150873.445408,52,2.534971
145795.017157,52,2.544563
162334.386324,52,2.555081
148715.92818,52,2.564952
127507.972225,52,2.574805
114004.848771,52,2.584568
154267.989311,52,2.595333
133466.859701,52,2.60558
142943.880642,52,2.616089
167585.047314,52,2.626778
127593.61928,52,2.637898
153828.658707,52,2.648189
128936.582835,52,2.658506
155786.869041,52,2.669113
145530.992933,52,2.679912
134710.386544,52,2.690329
157298.067759,52,2.700618
136519.71881,52,2.710749
127678.899009,52,2.721061
137447.32956,52,2.73093
142714.877448,52,2.740792
135914.325257,52,2.750529
160433.234526,52,2.760818
137189.962205,52,2.770665
153304.750007,52,2.781008
162626.950038,52,2.791051
150501.527948,52,2.801842
132929.589061,52,2.812491
155020.94043,52,2.823476
126977.676681,52,2.834184
135061.045403,52,2.844579
143458.159337,52,2.85488
115198.403329,52,2.865103
146231.621224,52,2.875721
134164.010603,52,2.886514
152972.454303,52,2.897
157872.360646,52,2.907165
130732.491874,52,2.917391
138283.64108,52,2.927774
119193.360343,52,2.93773
157955.291431,52,2.947486
166473.928836,52,2.957287
160478.281926,52,2.967754
139484.321595,52,2.97782
110240.581355,52,2.987599
110827.51156,52,2.997574
129659.821186,52,3.008528
163831.297073,52,3.019077
134860.913214,52,3.029844
126687.764513,52,3.040512
151268.468824,52,3.051788
147357.131633,52,3.062703
108714.577991,52,3.07312
101619.753144,52,3.083433
137642.281895,52,3.094337
114088.679152,52,3.104378
104964.312947,52,3.114765
152927.459195,52,3.125049
105550.289123,52,3.135303
173933.472623,52,3.14547
141311.735065,52,3.155375
156816.184655,52,3.165407
139321.526284,52,3.176405
139714.158461,52,3.1865
130901.870068,52,3.196595
139880.918539,52,3.206811
136089.884899,52,3.21806
107785.381424,52,3.230934
147159.579598,52,3.241626
144069.533243,52,3.252223
147188.616683,52,3.263167
147838.003415,52,3.274022
169775.665798,52,3.284723
138139.141909,52,3.295015
158218.107607,52,3.305967
147844.249658,52,3.316442
142970.229836,52,3.326443
142981.77069,52,3.336272
148919.55328,52,3.346827
168670.188902,52,3.357336
160124.001286,52,3.367506
153493.091692,52,3.377502
116396.562841,52,3.38786
133040.138666,52,3.397735
137547.804053,52,3.407858
100599.269864,52,3.418499
166470.105175,52,3.429796
131132.876235,52,3.440496
143787.21805,52,3.45094
157793.011737,52,3.461665
160149.234656,52,3.472525
152982.883633,52,3.482992
149038.718946,52,3.493793
148728.647443,52,3.504037
161617.568419,52,3.51539
146321.118421,52,3.525994
160520.733837,52,3.536315
156647.980286,52,3.546436
140179.097378,52,3.557258
156081.109552,52,3.567624
125044.68103,52,3.57757
134295.387565,52,3.587809
132413.601702,52,3.598555
154526.21243,52,3.60879
164223.310137,52,3.618812
151859.327955,52,3.629607
134143.907321,52,3.640523
140921.421346,52,3.651525
174744.144898,52,3.662339
141451.471337,52,3.672944
131535.435932,52,3.684194
162368.988059,52,3.695391
168826.161839,52,3.706185
119510.111375,52,3.716877
163167.434608,52,3.727763
120349.593829,52,3.737784
157580.832549,52,3.747672
136479.710683,52,3.757436
162785.22253,52,3.768141
147494.673258,52,3.778353
157588.399646,52,3.788776
113712.445413,52,3.798844
160760.45627,52,3.809848
132640.930699,52,3.820023
169299.987577,52,3.830309
139980.314095,52,3.840745
158742.510014,52,3.851468
135655.493903,52,3.862553
136946.594711,52,3.872982
130648.619558,52,3.883407
110775.375154,52,3.894711
168836.855977,52,3.905531
143572.192483,52,3.916742
158206.432375,52,3.927455
134783.539983,52,3.938713
153967.766456,52,3.949474
110739.182209,52,3.959817
153561.597245,52,3.970396
152212.669802,52,3.981243
146997.7743,52,3.991661
160094.063803,52,4.001982
148484.419226,52,4.012426
154070.843905,52,4.022862
135227.934013,52,4.032733
143597.698058,52,4.043174
153434.186831,52,4.054178
158360.188556,52,4.065328
158117.418555,52,4.076563
147320.401715,52,4.087201
168925.135787,52,4.098249
123433.596066,52,4.109302
155605.703994,52,4.120193
138842.83679,52,4.131141
161395.257848,52,4.142295
154445.964192,52,4.15363
124667.403176,52,4.163975
157343.508515,52,4.174416
173726.762911,52,4.184781
164231.913628,52,4.195904
176444.161409,52,4.206612
134827.889296,52,4.217194
164831.955211,52,4.227753
162952.037023,52,4.238928
152784.737105,52,4.249197
137663.091595,52,4.259801
143897.106482,52,4.270523
151670.383354,52,4.281976
155405.692184,52,4.292692
127654.328908,52,4.303266
162215.185924,52,4.314354
154175.212031,52,4.325342
148692.332984,52,4.336229
152705.866272,52,4.347368
163299.510245,52,4.358446
165182.055717,52,4.3698
165212.628727,52,4.380188
164336.963321,52,4.390646
107182.212259,52,4.40124
171426.675982,52,4.412056
167699.621445,52,4.422508
154922.980697,52,4.433024
157603.59298,52,4.443516
152983.19555,52,4.454736
172284.050623,52,4.465292
153935.367435,52,4.47587
157685.685349,52,4.486821
176734.911399,52,4.49818
160606.592793,52,4.50936
168843.316921,52,4.520778
125800.726528,52,4.531776
162862.119376,52,4.543409
143006.62275,52,4.55425
109888.940912,52,4.564945
173910.375791,52,4.575289
169584.121986,52,4.586534
143930.445913,52,4.597106
151524.615968,52,4.607374
117240.621611,52,4.617816
145726.38605,52,4.628584
170955.087516,52,4.639018
166437.210592,52,4.649306
138345.652803,52,4.66003
131003.199379,52,4.670458
151152.456868,52,4.680843
177886.443827,52,4.691569
141697.463768,52,4.702359
158691.022779,52,4.713562
142694.561,52,4.724552
133919.894845,52,4.735175
169057.296229,52,4.746295
125005.863229,52,4.757651
142173.258467,52,4.768427
123622.717132,52,4.779515
144514.262929,52,4.790485
152157.994702,52,4.802129
118603.839239,52,4.812893
156404.545318,52,4.823268
159901.523043,52,4.833713
146517.494635,52,4.84493
113612.913145,52,4.855331
